System-Time,NVPMODEL-POWER_MODE,CPU0-STATE,CPU0-CURR_FREQ,CPU0-CURR_LOAD,CPU1-STATE,CPU1-CURR_FREQ,CPU1-CURR_LOAD,CPU2-STATE,CPU2-CURR_FREQ,CPU2-CURR_LOAD,CPU3-STATE,CPU3-CURR_FREQ,CPU3-CURR_LOAD,CPU4-STATE,CPU4-CURR_FREQ,CPU4-CURR_LOAD,CPU5-STATE,CPU5-CURR_FREQ,CPU5-CURR_LOAD,CPU6-STATE,CPU6-CURR_FREQ,CPU6-CURR_LOAD,CPU7-STATE,CPU7-CURR_FREQ,CPU7-CURR_LOAD,CPU8-STATE,CPU8-CURR_FREQ,CPU8-CURR_LOAD,CPU9-STATE,CPU9-CURR_FREQ,CPU9-CURR_LOAD,CPU10-STATE,CPU10-CURR_FREQ,CPU10-CURR_LOAD,CPU11-STATE,CPU11-CURR_FREQ,CPU11-CURR_LOAD,IGPU0-CURR_FREQ,IGPU0-CURR_LOAD,EMC-CURR_FREQ,EMC-CURR_LOAD,MEM-USED_SIZE,MEM-TOTAL_SIZE,MEM-CURR_LOAD,SWAP-USED_SIZE,SWAP-TOTAL_SIZE,SWAP-CURR_LOAD,dla0-STATE,dla0-CURR_FREQ,dla1-STATE,dla1-CURR_FREQ,pva-STATE,pva-CURR_FREQ,nvdec-STATE,nvdec-CURR_FREQ,nvenc-STATE,nvenc-CURR_FREQ,nvjpg0-STATE,nvjpg0-CURR_FREQ,nvjpg1-STATE,nvjpg1-CURR_FREQ,se-STATE,se-CURR_FREQ,ape-STATE,ape-CURR_FREQ,cpu-thermal-CURR_TEMP,cpu-thermal-SW_THROTTLING_TEMP,cpu-thermal-SW_SHUTDOWN_TEMP,cv0-thermal-CURR_TEMP,cv0-thermal-SW_THROTTLING_TEMP,cv0-thermal-SW_SHUTDOWN_TEMP,cv1-thermal-CURR_TEMP,cv1-thermal-SW_THROTTLING_TEMP,cv1-thermal-SW_SHUTDOWN_TEMP,cv2-thermal-CURR_TEMP,cv2-thermal-SW_THROTTLING_TEMP,cv2-thermal-SW_SHUTDOWN_TEMP,gpu-thermal-CURR_TEMP,gpu-thermal-SW_THROTTLING_TEMP,gpu-thermal-SW_SHUTDOWN_TEMP,soc0-thermal-CURR_TEMP,soc0-thermal-SW_THROTTLING_TEMP,soc0-thermal-SW_SHUTDOWN_TEMP,soc1-thermal-CURR_TEMP,soc1-thermal-SW_THROTTLING_TEMP,soc1-thermal-SW_SHUTDOWN_TEMP,soc2-thermal-CURR_TEMP,soc2-thermal-SW_THROTTLING_TEMP,soc2-thermal-SW_SHUTDOWN_TEMP,tj-thermal-CURR_TEMP,tj-thermal-SW_THROTTLING_TEMP,tj-thermal-SW_SHUTDOWN_TEMP,VDD_GPU_SOC-WARN_CURRENT,VDD_GPU_SOC-CRIT_CURRENT,VDD_GPU_SOC-IN_VOLTAGE,VDD_GPU_SOC-IN_CURRENT,VDD_GPU_SOC-IN_POWER,VDD_GPU_SOC-AVG_POWER,VDD_CPU_CV-WARN_CURRENT,VDD_CPU_CV-CRIT_CURRENT,VDD_CPU_CV-IN_VOLTAGE,VDD_CPU_CV-IN_CURRENT,VDD_CPU_CV-IN_POWER,VDD_CPU_CV-AVG_POWER,VIN_SYS_5V0-WARN_CURRENT,VIN_SYS_5V0-CRIT_CURRENT,VIN_SYS_5V0-IN_VOLTAGE,VIN_SYS_5V0-IN_CURRENT,VIN_SYS_5V0-IN_POWER,VIN_SYS_5V0-AVG_POWER,VDDQ_VDD2_1V8AO-WARN_CURRENT,VDDQ_VDD2_1V8AO-CRIT_CURRENT,VDDQ_VDD2_1V8AO-IN_VOLTAGE,VDDQ_VDD2_1V8AO-IN_CURRENT,VDDQ_VDD2_1V8AO-IN_POWER,VDDQ_VDD2_1V8AO-AVG_POWER,fan1-FAN_PROFILE,fan1-FAN_GOVERNOR,fan1-FAN_CONTROL,fan1-CURR_PWM,fan1-RPM_MEASURED,DISK-USED_SIZE,DISK-TOTAL_SIZE
01:22:45,MAXN,True,729.6,4,True,729.6,2,True,729.6,0,True,729.6,2,True,1267.2,30,True,1267.2,36,True,1267.2,3,True,1267.2,0,True,729.6,0,True,729.6,28,True,729.6,34,True,1497.6,29,1185.75,99,204.0,771,38138,54793,70,1941,27396,7,False,-,False,-,False,-,False,-,False,-,False,-,False,-,False,-,False,-,65.2,112.0,117.5,-256000,112.0,117.5,-256000,112.0,117.5,-256000,112.0,117.5,63.4,112.0,117.5,62.2,112.0,117.5,61.2,112.0,117.5,60.5,112.0,117.5,65.2,-,117.5,81900,81900,19536,1540,30085,5520,81900,81900,19544,80,1563,631,81900,81900,5040,2420,12196,6408,81900,81900,5024,1060,5325,1314,cool,cont,close_loop,71,1180,30515,57807
01:22:46,MAXN,True,729.6,4,True,729.6,0,True,729.6,1,True,729.6,3,True,729.6,0,True,729.6,48,True,729.6,3,True,729.6,1,True,1804.8,8,True,1804.8,0,True,1804.8,0,True,1804.8,60,1185.75,98,204.0,971,38138,54793,70,1941,27396,7,False,-,False,-,False,-,False,-,False,-,False,-,False,-,False,-,False,-,65.2,112.0,117.5,-256000,112.0,117.5,-256000,112.0,117.5,-256000,112.0,117.5,62.2,112.0,117.5,61.7,112.0,117.5,61.2,112.0,117.5,60.0,112.0,117.5,65.2,-,117.5,81900,81900,19568,1200,23481,5520,81900,81900,19568,80,1565,631,81900,81900,5040,2860,14414,6408,81900,81900,5016,1360,6821,1314,cool,cont,close_loop,71,1177,30515,57807
01:22:47,MAXN,True,729.6,2,True,1267.2,1,True,1267.2,0,True,1267.2,3,True,729.6,0,True,729.6,9,True,729.6,8,True,729.6,40,True,1267.2,7,True,1267.2,33,True,1267.2,0,True,1267.2,76,1185.75,99,204.0,741,38140,54793,70,1941,27396,7,False,-,False,-,False,-,False,-,False,-,False,-,False,-,False,-,False,-,65.0,112.0,117.5,-256000,112.0,117.5,-256000,112.0,117.5,-256000,112.0,117.5,63.9,112.0,117.5,62.0,112.0,117.5,61.4,112.0,117.5,60.3,112.0,117.5,65.0,-,117.5,81900,81900,19568,1300,25438,5520,81900,81900,19576,100,1957,631,81900,81900,5040,2300,11592,6408,81900,81900,5024,980,4923,1314,cool,cont,close_loop,71,1177,30515,57807
01:22:48,MAXN,True,729.6,4,True,729.6,32,True,729.6,1,True,729.6,5,True,729.6,0,True,729.6,0,True,729.6,1,True,729.6,3,True,1804.8,0,True,1804.8,0,True,1804.8,0,True,1804.8,51,1185.75,87,204.0,925,38139,54793,70,1941,27396,7,False,-,False,-,False,-,False,-,False,-,False,-,False,-,False,-,False,-,65.1,112.0,117.5,-256000,112.0,117.5,-256000,112.0,117.5,-256000,112.0,117.5,61.8,112.0,117.5,61.6,112.0,117.5,61.3,112.0,117.5,60.1,112.0,117.5,65.1,-,117.5,81900,81900,19560,1220,23863,5521,81900,81900,19576,80,1565,631,81900,81900,5040,2800,14112,6408,81900,81900,5016,1320,6621,1314,cool,cont,close_loop,71,1178,30515,57807
01:22:49,MAXN,True,883.2,13,True,1651.2,3,True,1651.2,1,True,1651.2,3,True,729.6,3,True,729.6,22,True,729.6,16,True,729.6,16,True,1971.2,2,True,1971.2,6,True,1971.2,1,True,1971.2,59,1185.75,99,204.0,726,38141,54793,70,1941,27396,7,False,-,False,-,False,-,False,-,False,-,False,-,False,-,False,-,False,-,65.3,112.0,117.5,-256000,112.0,117.5,-256000,112.0,117.5,-256000,112.0,117.5,63.7,112.0,117.5,61.8,112.0,117.5,61.2,112.0,117.5,60.3,112.0,117.5,65.3,-,117.5,81900,81900,19576,1220,23882,5521,81900,81900,19584,100,1958,631,81900,81900,5040,2240,11289,6409,81900,81900,5024,940,4722,1314,cool,cont,close_loop,71,1177,30515,57807
01:22:50,MAXN,True,1728.0,26,True,1728.0,21,True,1728.0,2,True,1728.0,2,True,1267.2,1,True,1267.2,0,True,1267.2,2,True,1267.2,1,True,729.6,2,True,729.6,2,True,729.6,6,True,729.6,20,1185.75,98,204.0,867,38141,54793,70,1941,27396,7,False,-,False,-,False,-,False,-,False,-,False,-,False,-,False,-,False,-,65.3,112.0,117.5,-256000,112.0,117.5,-256000,112.0,117.5,-256000,112.0,117.5,62.2,112.0,117.5,61.4,112.0,117.5,61.3,112.0,117.5,60.1,112.0,117.5,65.4,-,117.5,81900,81900,19560,1260,24645,5522,81900,81900,19568,80,1565,631,81900,81900,5040,2700,13608,6409,81900,81900,5016,1280,6420,1314,cool,cont,close_loop,71,1179,30515,57807
01:22:51,MAXN,True,1971.2,3,True,1971.2,59,True,1971.2,1,True,1971.2,1,True,729.6,0,True,729.6,14,True,729.6,5,True,729.6,0,True,729.6,4,True,729.6,1,True,729.6,1,True,729.6,3,1185.75,99,204.0,1001,38141,54793,70,1941,27396,7,False,-,False,-,False,-,False,-,False,-,False,-,False,-,False,-,False,-,65.4,112.0,117.5,-256000,112.0,117.5,-256000,112.0,117.5,-256000,112.0,117.5,62.0,112.0,117.5,61.6,112.0,117.5,61.2,112.0,117.5,60.2,112.0,117.5,65.4,-,117.5,81900,81900,19576,1140,22316,5522,81900,81900,19576,80,1566,631,81900,81900,5040,2840,14313,6409,81900,81900,5016,1340,6721,1314,cool,cont,close_loop,71,1177,30515,57807
01:22:52,MAXN,True,1971.2,4,True,1971.2,44,True,1971.2,1,True,1344.0,1,True,729.6,5,True,729.6,9,True,729.6,14,True,729.6,0,True,1190.4,19,True,1190.4,3,True,1190.4,1,True,1190.4,16,1185.75,98,204.0,1069,38141,54793,70,1941,27396,7,False,-,False,-,False,-,False,-,False,-,False,-,False,-,False,-,False,-,65.2,112.0,117.5,-256000,112.0,117.5,-256000,112.0,117.5,-256000,112.0,117.5,62.1,112.0,117.5,61.5,112.0,117.5,61.4,112.0,117.5,60.1,112.0,117.5,65.5,-,117.5,81900,81900,19568,1140,22316,5522,81900,81900,19584,80,1566,631,81900,81900,5040,2840,14313,6409,81900,81900,5016,1340,6721,1315,cool,cont,close_loop,71,1180,30515,57807
01:22:53,MAXN,True,1971.2,24,True,1971.2,12,True,1971.2,3,True,1971.2,3,True,729.6,0,True,729.6,15,True,729.6,0,True,729.6,1,True,1267.2,30,True,1267.2,0,True,1267.2,1,True,1267.2,0,1185.75,83,204.0,1096,38140,54793,70,1941,27396,7,False,-,False,-,False,-,False,-,False,-,False,-,False,-,False,-,False,-,65.5,112.0,117.5,-256000,112.0,117.5,-256000,112.0,117.5,-256000,112.0,117.5,61.9,112.0,117.5,61.5,112.0,117.5,61.2,112.0,117.5,60.2,112.0,117.5,65.5,-,117.5,81900,81900,19576,1140,22316,5523,81900,81900,19576,80,1566,631,81900,81900,5040,2860,14414,6409,81900,81900,5016,1340,6721,1315,cool,cont,close_loop,71,1179,30515,57807
01:22:54,MAXN,True,1971.2,4,True,1971.2,63,True,1971.2,0,True,1971.2,2,True,729.6,2,True,729.6,14,True,729.6,21,True,729.6,1,True,729.6,1,True,729.6,6,True,729.6,0,True,729.6,1,1185.75,5,204.0,1058,38140,54793,70,1941,27396,7,False,-,False,-,False,-,False,-,False,-,False,-,False,-,False,-,False,-,65.6,112.0,117.5,-256000,112.0,117.5,-256000,112.0,117.5,-256000,112.0,117.5,60.6,112.0,117.5,61.5,112.0,117.5,61.5,112.0,117.5,59.9,112.0,117.5,65.6,-,117.5,81900,81900,19608,980,19215,5523,81900,81900,19616,80,1569,631,81900,81900,5040,2520,12700,6409,81900,81900,5024,1060,5325,1315,cool,cont,close_loop,71,1178,30515,57807
